año;categoria;subcategoria;indicador_id;indicador;fuente_oficial;valor;url_verificable;unidad;periodo_referencia;frecuencia;tipo_periodo;estado_dato;geo_nivel;geo_nombre;definicion;fecha_revision_fuente;notas;lado;sector_sec;clasificacion;codigo;parent_codigo;nivel;vintage;metodologia;source_id;es_ajuste_vintage;es_corte_analitico
2024;Sector público;Gasto por función;fp_cofog_04_2;Agricultura, silvicultura, pesca y caza;IGAE — Gasto público 2020-2024 (COFOG);7156;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.2;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_3;Combustibles y energía;IGAE — Gasto público 2020-2024 (COFOG);5756;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.3;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_4;Minería, manufacturas y construcción;IGAE — Gasto público 2020-2024 (COFOG);2519;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.4;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_5;Transporte;IGAE — Gasto público 2020-2024 (COFOG);28634;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.5;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_6;Comunicaciones;IGAE — Gasto público 2020-2024 (COFOG);3685;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.6;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_7;Otras actividades económicas;IGAE — Gasto público 2020-2024 (COFOG);4212;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.7;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_8;I+D relacionada con asuntos económicos;IGAE — Gasto público 2020-2024 (COFOG);5485;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.8;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_9;Asuntos económicos n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);2337;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.9;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05;Protección del medio ambiente;IGAE — Gasto público 2020-2024 (COFOG);15539;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;05;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05_1;Gestión de residuos;IGAE — Gasto público 2020-2024 (COFOG);8852;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;05.1;05;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05_2;Gestión de aguas residuales;IGAE — Gasto público 2020-2024 (COFOG);2209;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;05.2;05;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05_3;Reducción de la contaminación;IGAE — Gasto público 2020-2024 (COFOG);585;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;05.3;05;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05_4;Protección de la biodiversidad y el paisaje;IGAE — Gasto público 2020-2024 (COFOG);2431;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;05.4;05;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05_5;I+D relacionada con la protección del medio ambiente;IGAE — Gasto público 2020-2024 (COFOG);597;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;05.5;05;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_05_6;Protección del medio ambiente n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);865;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;05.6;05;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_06;Vivienda y servicios comunitarios;IGAE — Gasto público 2020-2024 (COFOG);7613;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;06;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_06_1;Urbanización;IGAE — Gasto público 2020-2024 (COFOG);2756;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;06.1;06;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_06_2;Desarrollo comunitario;IGAE — Gasto público 2020-2024 (COFOG);624;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;06.2;06;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_06_3;Abastecimiento de agua;IGAE — Gasto público 2020-2024 (COFOG);2055;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;06.3;06;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_06_4;Alumbrado público;IGAE — Gasto público 2020-2024 (COFOG);1895;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;06.4;06;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_06_5_06_6;Otros servicios de vivienda y comunitarios;IGAE — Gasto público 2020-2024 (COFOG);283;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG. Agrupación de grupos pequeños/residuales para conciliación con el total de la división.;gasto;S.13;COFOG;06.5+06.6;06;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07;Salud;IGAE — Gasto público 2020-2024 (COFOG);102942;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;07;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07_1;Productos, útiles y equipos médicos;IGAE — Gasto público 2020-2024 (COFOG);15083;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;07.1;07;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07_2;Servicios para pacientes externos;IGAE — Gasto público 2020-2024 (COFOG);37253;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;07.2;07;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07_3;Servicios hospitalarios;IGAE — Gasto público 2020-2024 (COFOG);43650;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;07.3;07;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07_4;Servicios de salud pública;IGAE — Gasto público 2020-2024 (COFOG);1777;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;07.4;07;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07_5;I+D relacionada con la salud;IGAE — Gasto público 2020-2024 (COFOG);4713;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;07.5;07;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_07_6;Salud n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);466;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;07.6;07;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08;Ocio, cultura y religión;IGAE — Gasto público 2020-2024 (COFOG);19193;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;08;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08_1;Servicios recreativos y deportivos;IGAE — Gasto público 2020-2024 (COFOG);6770;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;08.1;08;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08_2;Servicios culturales;IGAE — Gasto público 2020-2024 (COFOG);7804;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;08.2;08;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08_3;Servicios de radio, televisión y editoriales;IGAE — Gasto público 2020-2024 (COFOG);3144;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;08.3;08;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08_4;Servicios religiosos y otros servicios comunitarios;IGAE — Gasto público 2020-2024 (COFOG);975;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;08.4;08;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08_5;I+D relacionada con esparcimiento, cultura y religión;IGAE — Gasto público 2020-2024 (COFOG);175;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;08.5;08;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_08_6;Esparcimiento, cultura y religión n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);325;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;08.6;08;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09;Educación;IGAE — Gasto público 2020-2024 (COFOG);65862;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;09;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_1;Enseñanza preescolar y enseñanza primaria;IGAE — Gasto público 2020-2024 (COFOG);24586;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.1;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_2;Enseñanza secundaria;IGAE — Gasto público 2020-2024 (COFOG);25638;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.2;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_3;Enseñanza postsecundaria no terciaria;IGAE — Gasto público 2020-2024 (COFOG);26;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.3;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_4;Enseñanza terciaria;IGAE — Gasto público 2020-2024 (COFOG);8796;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.4;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_5;Enseñanza no atribuible a ningún nivel;IGAE — Gasto público 2020-2024 (COFOG);1005;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.5;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_6;Servicios auxiliares de la educación;IGAE — Gasto público 2020-2024 (COFOG);2364;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.6;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_7;I+D relacionada con la educación;IGAE — Gasto público 2020-2024 (COFOG);1397;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.7;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_09_8;Enseñanza n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);2050;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;09.8;09;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10;Protección social;IGAE — Gasto público 2020-2024 (COFOG);297532;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;10;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_1;Enfermedad e incapacidad;IGAE — Gasto público 2020-2024 (COFOG);44019;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.1;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_2;Edad avanzada;IGAE — Gasto público 2020-2024 (COFOG);165050;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.2;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
